ID,Name,FullName,Age,Height,Weight,PhotoUrl,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,NationalPosition,NationalNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,ID_to_Age_ratio,ID_to_Height_ratio,ID_to_Weight_ratio,ID_to_Overall_ratio,Age_to_Height_ratio,Age_to_Weight_ratio,Age_to_Overall_ratio,Height_to_Weight_ratio,Height_to_Overall_ratio,Weight_to_Overall_ratio
208096,T. Eisfeld,Thomas Eisfeld,29,177,76,https://cdn.sofifa.net/players/208/096/23_60.png,Germany,65,65,0,1711,356,"CAM,CM",CAM,Rot-Weiß Essen,700000,2000,1000000,SUB,2024.0,32.0,2022,False,Not in team,,,Right,1,3,3,Medium,Medium,63,63,67,66,39,58,66,62,42,67,51,62,69,70,67,67,68,59,77,62,75,65,64,65,59,66,45,34,62,68,55,62,50,35,28,9,7,6,16,13,63,65,64,64,64,65,65,65,65,65,56,55,56,53,48,53,19,7175.724137931034,1175.683615819209,2738.1052631578946,3201.476923076923,0.1638418079096045,0.3815789473684211,0.4461538461538462,2.3289473684210527,2.723076923076923,1.1692307692307693
216288,S. Mrowca,Sebastian Mrowca,28,177,79,https://cdn.sofifa.net/players/216/288/23_60.png,Poland,65,65,0,1727,372,"RB,CB",RB,SV Wehen Wiesbaden,650000,2000,943000,CB,2023.0,10.0,2014,False,Not in team,,,Right,1,3,2,Medium,Medium,72,47,58,62,60,73,57,37,48,64,36,58,40,34,60,62,64,78,74,59,80,66,79,72,70,54,78,62,47,56,50,49,56,65,64,10,11,15,10,11,57,58,57,57,57,58,60,61,62,61,65,65,65,65,65,65,18,7724.571428571428,1221.9661016949153,2737.8227848101264,3327.507692307692,0.15819209039548024,0.35443037974683544,0.4307692307692308,2.240506329113924,2.723076923076923,1.2153846153846153
235744,B. Thomas-Asante,Brandon Thomas-Asante,23,180,83,https://cdn.sofifa.net/players/235/744/23_60.png,England,65,70,5,1706,375,"RW,ST",ST,West Bromwich Albion,1100000,8000,2200000,SUB,2025.0,21.0,2022,False,Not in team,,,Right,1,4,3,High,Low,91,61,55,66,31,71,55,63,56,59,54,64,55,49,49,62,91,91,84,59,85,62,78,70,73,58,64,26,62,54,56,60,31,27,23,11,9,6,15,5,66,65,64,64,64,65,64,66,57,66,53,49,53,51,47,51,17,10249.739130434782,1309.6888888888889,2840.289156626506,3626.8307692307694,0.12777777777777777,0.27710843373493976,0.35384615384615387,2.1686746987951806,2.769230769230769,1.2769230769230768
255968,M. Maciel,Milton Maciel,22,164,72,https://cdn.sofifa.net/players/255/968/23_60.png,Paraguay,65,74,9,1683,359,"LM,CM",LM,Guaireña FC,1600000,500,3800000,SUB,2023.0,17.0,2020,False,Not in team,,,Left,1,3,3,Medium,Medium,77,57,62,66,47,50,63,61,43,63,32,70,60,64,60,60,75,78,71,56,70,64,70,64,40,50,51,58,51,62,61,60,33,53,50,9,14,6,9,12,60,63,62,62,62,63,64,66,62,66,61,57,61,59,52,59,18,11634.90909090909,1560.780487804878,3555.1111111111113,3937.9692307692308,0.13414634146341464,0.3055555555555556,0.3384615384615385,2.2777777777777777,2.523076923076923,1.1076923076923078
263649,T. Oberdorf,Tim Oberdorf,25,186,81,https://cdn.sofifa.net/players/263/649/23_60.png,Germany,65,68,3,1647,349,CB,CB,Fortuna Düsseldorf,850000,6000,1400000,SUB,2024.0,15.0,2021,False,Not in team,,,Right,1,3,2,Medium,Medium,60,44,55,55,65,70,52,44,62,63,41,47,42,45,55,60,60,60,65,64,63,50,82,68,73,40,62,62,40,49,51,60,67,66,63,5,11,13,11,11,55,53,52,52,52,53,56,57,58,57,63,65,63,64,67,64,18,10545.96,1417.467741935484,3254.925925925926,4056.1384615384613,0.13440860215053763,0.30864197530864196,0.38461538461538464,2.2962962962962963,2.8615384615384616,1.2461538461538462
271329,A. Nassir,Abubeker Nassir,22,177,64,https://cdn.sofifa.net/players/271/329/23_60.png,Ethiopia,65,74,9,1496,329,"LW,ST",LW,Mamelodi Sundowns FC,1600000,500,3800000,SUB,2023.0,28.0,2022,False,Not in team,,,Right,1,4,3,Medium,Medium,85,60,52,69,17,46,50,65,55,62,50,68,46,35,38,68,84,85,82,58,68,60,60,56,44,50,37,13,61,55,54,61,10,16,15,8,14,8,10,11,65,65,65,65,65,65,65,65,55,65,46,40,46,43,34,43,18,12333.136363636364,1532.9322033898304,4239.515625,4174.292307692308,0.12429378531073447,0.34375,0.3384615384615385,2.765625,2.723076923076923,0.9846153846153847
215777,M. Tounkara,Mamadou Tounkara,26,184,79,https://cdn.sofifa.net/players/215/777/23_60.png,Senegal,65,67,2,1661,359,ST,ST,Cittadella,900000,1000,1500000,SUB,2027.0,9.0,2021,False,Not in team,,,Right,1,3,3,High,Medium,67,65,57,65,38,67,58,68,62,59,61,66,43,47,53,68,67,67,64,58,64,67,56,68,68,59,65,43,62,62,56,55,25,39,35,15,10,12,6,8,67,64,64,64,64,64,65,65,61,65,55,54,55,53,50,53,17,8299.115384615385,1172.7010869565217,2731.3544303797466,3319.646153846154,0.14130434782608695,0.3291139240506329,0.4,2.329113924050633,2.830769230769231,1.2153846153846153
221665,R. Lindkvist,Rasmus Lindkvist,32,183,74,https://cdn.sofifa.net/players/221/665/23_60.png,Sweden,65,65,0,1796,389,"LWB,LB,CB",LWB,GIF Sundsvall,500000,950,625000,CB,2023.0,22.0,2022,False,Not in team,,,Left,1,4,2,High,High,89,54,59,61,56,70,60,53,53,61,56,59,64,62,57,60,88,90,74,59,62,61,63,81,68,51,64,52,54,56,51,58,59,57,54,11,14,15,14,13,62,62,60,60,60,62,62,65,61,65,65,62,65,65,61,65,20,6927.03125,1211.2841530054645,2995.472972972973,3410.230769230769,0.17486338797814208,0.43243243243243246,0.49230769230769234,2.472972972972973,2.8153846153846156,1.1384615384615384
224225,A. Phillips,Adam Phillips,24,180,76,https://cdn.sofifa.net/players/224/225/23_60.png,England,65,68,3,1794,382,CM,CAM,Barnsley,975000,3000,1800000,SUB,2025.0,30.0,2022,False,Not in team,,,Right,1,3,3,Medium,Medium,72,61,64,65,58,62,54,60,49,67,46,63,61,65,66,65,73,72,72,64,68,64,52,73,61,65,53,59,63,68,61,62,59,59,58,10,13,10,11,10,64,64,65,65,65,64,68,67,67,67,65,65,65,64,61,64,19,9342.708333333334,1245.6944444444443,2950.3289473684213,3449.6153846153848,0.13333333333333333,0.3157894736842105,0.36923076923076925,2.3684210526315788,2.769230769230769,1.1692307692307693
233953,J. Deom,Jérôme Deom,23,175,65,https://cdn.sofifa.net/players/233/953/23_60.png,Belgium,65,70,5,1771,368,"CM,CAM",CAM,KAS Eupen,1100000,3000,1700000,CAM,2024.0,14.0,2021,False,Not in team,,,Right,1,3,2,Medium,Medium,74,51,64,70,58,51,58,47,37,68,43,68,56,58,63,70,79,69,81,61,84,59,82,70,31,52,69,62,62,67,52,63,60,59,57,6,8,9,14,10,59,65,63,63,63,65,68,68,67,68,66,65,66,64,59,64,17,10171.869565217392,1336.8742857142856,3599.276923076923,3599.276923076923,0.13142857142857142,0.35384615384615387,0.35384615384615387,2.6923076923076925,2.6923076923076925,1.0
245729,H. Clarke,Harry Clarke,21,180,80,https://cdn.sofifa.net/players/245/729/23_60.png,England,65,76,11,1809,392,"CB,RB,RWB",CB,Stoke City,1500000,11000,0,SUB,2023.0,2.0,2018,True,Not in team,,,Right,1,3,2,High,Medium,78,58,56,61,62,77,58,56,66,57,54,62,57,40,56,58,74,81,68,56,72,68,80,80,76,55,76,60,55,57,46,56,62,63,61,14,15,6,7,13,64,61,60,60,60,61,61,63,61,63,65,64,65,66,67,66,19,11701.380952380952,1365.161111111111,3071.6125,3780.4461538461537,0.11666666666666667,0.2625,0.3230769230769231,2.25,2.769230769230769,1.2307692307692308
206562,L. Thompson,Louis Thompson,27,180,75,https://cdn.sofifa.net/players/206/562/23_60.png,Wales,65,66,1,1792,388,"CM,CDM",CDM,Portsmouth,825000,4000,1500000,RES,2023.0,23.0,2021,False,Not in team,,,Right,1,3,2,High,High,69,50,62,68,64,75,58,48,55,66,48,68,51,46,65,66,70,69,74,65,67,53,70,83,70,50,77,64,60,65,48,64,65,65,63,12,8,8,8,7,61,63,62,62,62,63,66,66,66,66,66,66,66,66,66,66,17,7650.444444444444,1147.5666666666666,2754.16,3177.876923076923,0.15,0.36,0.4153846153846154,2.4,2.769230769230769,1.1538461538461537
245218,J. Guillemenot,Jérémy Guillemenot,24,183,73,https://cdn.sofifa.net/players/245/218/23_60.png,Switzerland,65,71,6,1754,372,"ST,LW",RM,FC St. Gallen 1879,1100000,3000,1800000,ST,2023.0,9.0,2019,False,Not in team,,,Right,1,4,3,Medium,Medium,76,63,62,67,37,67,62,62,64,64,53,66,65,58,59,69,74,78,67,64,70,65,74,70,66,65,66,32,62,63,66,59,30,38,34,8,10,8,9,13,67,66,66,66,66,66,67,68,63,68,56,54,56,55,51,55,18,10217.416666666666,1339.9890710382513,3359.150684931507,3772.5846153846155,0.13114754098360656,0.3287671232876712,0.36923076923076925,2.506849315068493,2.8153846153846156,1.123076923076923
190178,N. Gunnarsson,Niklas Gunnarsson,31,188,80,https://cdn.sofifa.net/players/190/178/23_60.png,Norway,65,65,0,1644,357,CB,CB,Strømsgodset IF,500000,1000,625000,CB,2022.0,5.0,2020,False,Not in team,,,Right,1,3,2,Medium,High,58,49,55,56,64,75,55,46,62,62,44,54,40,35,57,59,59,58,48,58,62,63,59,73,80,42,70,61,56,52,40,57,65,64,64,9,16,9,11,11,59,55,56,56,56,55,57,59,60,59,63,65,63,64,65,64,19,6134.774193548387,1011.5851063829788,2377.225,2925.8153846153846,0.16489361702127658,0.3875,0.47692307692307695,2.35,2.8923076923076922,1.2307692307692308
267747,A. Galeano,Antonio Galeano,22,173,70,https://cdn.sofifa.net/players/267/747/23_60.png,Paraguay,65,75,10,1688,375,"RM,LM,RB",RM,Club Cerro Porteño,1600000,500,3800000,SUB,2022.0,27.0,2022,False,Not in team,,,Right,1,2,4,High,High,80,59,55,69,59,53,68,61,36,58,41,76,49,58,38,63,78,81,75,49,66,60,45,70,49,55,45,60,60,51,67,49,60,65,61,6,9,12,7,9,61,65,62,62,62,65,63,66,59,66,66,59,66,65,58,65,14,12170.318181818182,1547.670520231214,3824.957142857143,4119.184615384615,0.12716763005780346,0.3142857142857143,0.3384615384615385,2.4714285714285715,2.6615384615384614,1.0769230769230769
203491,A. O'Brien,Aiden O'Brien,28,183,72,https://cdn.sofifa.net/players/203/491/23_60.png,Republic of Ireland,65,65,0,1752,371,"ST,LM",RW,Shrewsbury Town,725000,4000,1300000,RES,2024.0,10.0,2022,False,Not in team,,,Right,1,3,3,High,Medium,73,64,62,66,37,69,63,65,60,63,60,66,67,51,60,65,74,72,75,62,65,65,77,71,69,62,66,30,64,64,57,60,34,39,31,11,10,7,13,14,65,65,65,65,65,65,65,65,63,65,56,54,56,53,51,53,19,7267.535714285715,1111.9726775956285,2826.2638888888887,3130.630769230769,0.15300546448087432,0.3888888888888889,0.4307692307692308,2.5416666666666665,2.8153846153846156,1.1076923076923078
224483,M. Greve,Mathias Greve,27,186,77,https://cdn.sofifa.net/players/224/483/23_60.png,Denmark,65,65,0,1777,381,CM,RM,Brøndby IF,750000,4000,975000,CM,2025.0,8.0,2021,False,Not in team,,,Right,1,3,3,Medium,Medium,69,61,65,66,51,69,61,60,45,69,58,65,62,59,65,69,72,66,64,65,69,65,48,80,71,60,54,49,67,64,52,68,55,52,48,16,9,12,13,13,65,65,65,65,65,65,65,65,65,65,64,63,64,61,57,61,20,8314.185185185184,1206.8978494623657,2915.3636363636365,3453.5846153846155,0.14516129032258066,0.35064935064935066,0.4153846153846154,2.4155844155844157,2.8615384615384616,1.1846153846153846
201815,J. Riedel,Julian Riedel,30,182,76,https://cdn.sofifa.net/players/201/815/23_60.png,Germany,65,65,0,1648,356,"CB,RB",CB,SV Waldhof Mannheim 07,575000,2000,834000,CB,2023.0,3.0,2022,False,Not in team,,,Right,1,4,2,Medium,High,71,37,52,61,65,70,38,38,61,62,40,59,57,32,61,60,69,72,70,65,67,45,80,73,71,21,62,64,52,47,44,64,66,65,64,7,7,12,8,9,56,55,55,55,55,55,58,59,60,59,64,65,64,65,65,65,16,6727.166666666667,1108.8736263736264,2655.4605263157896,3104.846153846154,0.16483516483516483,0.39473684210526316,0.46153846153846156,2.3947368421052633,2.8,1.1692307692307693
254038,J. Cazares,José Luis Cazares,31,175,72,https://cdn.sofifa.net/players/254/038/23_60.png,Ecuador,65,65,0,1798,376,"CDM,CM",CB,9 de Octubre,500000,500,1100000,CM,2022.0,16.0,2020,False,Not in team,,,Right,1,2,2,Medium,High,70,50,60,59,66,71,58,42,73,62,50,55,59,46,61,59,71,70,62,58,74,60,80,71,70,54,70,65,63,62,62,75,64,67,60,11,11,9,8,11,61,59,59,59,59,59,61,62,63,62,65,65,65,65,65,65,17,8194.774193548386,1451.6457142857143,3528.3055555555557,3908.276923076923,0.17714285714285713,0.4305555555555556,0.47692307692307695,2.4305555555555554,2.6923076923076925,1.1076923076923078
229753,T. Ndenge,Tsiy-William Ndenge,25,189,84,https://cdn.sofifa.net/players/229/753/23_60.png,Cameroon,65,71,6,1775,382,"CDM,CM",CDM,Grasshopper Club Zürich,1000000,3000,1700000,CDM,2023.0,7.0,2022,False,Not in team,,,Left,1,3,3,Medium,Medium,63,58,61,64,62,74,52,50,52,67,50,65,57,40,64,64,64,63,65,60,63,75,70,73,80,63,63,58,54,61,57,62,64,66,62,13,9,7,10,14,62,61,61,61,61,61,64,64,65,64,65,66,65,64,66,64,19,9190.12,1215.6243386243386,2735.154761904762,3534.6615384615384,0.13227513227513227,0.2976190476190476,0.38461538461538464,2.25,2.9076923076923076,1.2923076923076924
246910,A. Obando,Agustín Obando,22,172,69,https://cdn.sofifa.net/players/246/910/23_60.png,Argentina,65,76,11,1578,343,LM,LM,Club Atlético Tigre,1600000,4000,0,SUB,2022.0,22.0,2019,True,Not in team,,,Left,1,2,3,Medium,Medium,74,58,58,68,31,54,63,55,53,63,50,72,54,42,52,67,73,74,70,50,69,70,34,76,45,55,52,18,62,54,61,58,23,38,33,7,6,13,11,13,63,64,63,63,63,64,64,66,59,66,54,48,54,51,42,51,16,11223.181818181818,1435.5232558139535,3578.4057971014495,3798.6153846153848,0.12790697674418605,0.3188405797101449,0.3384615384615385,2.4927536231884058,2.646153846153846,1.0615384615384615
256127,W. Bøving,William Bøving,19,178,67,https://cdn.sofifa.net/players/256/127/23_60.png,Denmark,65,77,12,1591,347,"LM,LW,ST",CAM,SK Sturm Graz,1700000,3000,2900000,SUB,2026.0,15.0,2022,False,Not in team,,,Right,1,3,3,High,Medium,78,56,59,69,28,57,56,58,32,62,54,68,55,45,56,67,77,78,86,55,84,57,54,68,55,52,51,28,62,61,52,61,28,28,28,6,8,5,9,6,61,64,63,63,63,64,66,66,60,66,53,49,53,49,41,49,14,13480.368421052632,1438.9157303370787,3822.791044776119,3940.4153846153845,0.10674157303370786,0.2835820895522388,0.2923076923076923,2.656716417910448,2.7384615384615385,1.0307692307692307
258687,B. Popovic,Boris Popovic,22,189,75,https://cdn.sofifa.net/players/258/687/23_60.png,Serbia,65,72,7,1496,324,CB,CB,KSV Cercle Brugge,1300000,3000,2100000,CB,2025.0,5.0,2021,False,Not in team,,,Right,1,2,2,Medium,Medium,62,33,49,49,64,67,49,26,66,58,32,41,42,32,53,55,59,64,61,58,55,56,66,46,79,24,65,62,32,35,42,52,63,65,67,9,11,9,6,8,50,46,45,45,45,46,48,50,51,50,60,61,60,62,67,62,16,11758.5,1368.7142857142858,3449.16,3979.8,0.1164021164021164,0.29333333333333333,0.3384615384615385,2.52,2.9076923076923076,1.1538461538461537
269184,J. Mwanga,Junior Mwanga,19,184,72,https://cdn.sofifa.net/players/269/184/23_60.png,France,65,78,13,1476,321,CB,CB,FC Girondins de Bordeaux,1600000,1000,3900000,SUB,2025.0,23.0,2022,False,Not in team,,,Right,1,3,2,Medium,Medium,68,31,44,44,67,67,35,27,64,61,33,36,34,32,39,45,67,68,55,65,62,45,68,68,66,23,67,64,25,30,47,58,65,70,68,14,6,6,9,12,47,43,43,43,43,43,45,48,49,48,61,61,61,64,67,64,18,14167.578947368422,1462.9565217391305,3738.6666666666665,4141.292307692308,0.10326086956521739,0.2638888888888889,0.2923076923076923,2.5555555555555554,2.830769230769231,1.1076923076923078
221824,Piao Cheng,Cheng Piao,32,176,70,https://cdn.sofifa.net/players/221/824/23_60.png,China PR,65,65,0,1829,386,CM,CM,Beijing Guoan FC,550000,5000,853000,SUB,2023.0,8.0,2011,False,Not in team,,,Right,1,3,3,High,Medium,72,60,65,64,60,65,57,57,54,68,57,60,69,61,68,65,70,73,74,60,74,62,55,74,62,64,65,59,66,66,58,68,62,61,56,9,7,9,11,16,64,64,64,64,64,64,65,65,65,65,65,65,65,65,63,65,18,6932.0,1260.3636363636363,3168.9142857142856,3412.6769230769232,0.18181818181818182,0.45714285714285713,0.49230769230769234,2.5142857142857142,2.707692307692308,1.0769230769230769
229504,F. Lauenborg,Frederik Lauenborg,25,181,80,https://cdn.sofifa.net/players/229/504/23_60.png,Denmark,65,68,3,1811,383,CM,CDM,Randers FC,950000,4000,1300000,CM,2026.0,14.0,2015,False,Not in team,,,Right,1,3,2,Medium,High,64,54,63,66,65,71,57,51,58,67,52,64,59,56,64,66,64,64,71,68,72,63,66,78,71,52,65,66,60,62,48,66,66,67,65,12,6,9,8,14,63,62,62,62,62,62,65,66,67,66,68,68,68,68,68,68,18,9180.16,1267.9779005524863,2868.8,3530.8307692307694,0.13812154696132597,0.3125,0.38461538461538464,2.2625,2.7846153846153845,1.2307692307692308
245632,Miguel Morro,Miguel Ángel Morro Muñoz,21,193,79,https://cdn.sofifa.net/players/245/632/23_60.png,Spain,65,77,12,999,366,GK,GK,Rayo Vallecano,1500000,2000,3500000,RES,2025.0,30.0,2016,False,Not in team,,,Left,1,2,1,Medium,Medium,64,66,62,66,47,61,10,10,14,30,6,11,11,12,28,13,47,46,31,64,26,47,45,29,58,11,27,10,5,42,13,37,11,11,12,64,66,62,61,66,27,23,25,25,25,23,28,27,28,27,25,26,25,24,24,24,66,11696.761904761905,1272.7046632124352,3109.26582278481,3778.9538461538464,0.10880829015544041,0.26582278481012656,0.3230769230769231,2.4430379746835444,2.9692307692307693,1.2153846153846153
246656,E. Holm,Emil Holm,22,191,83,https://cdn.sofifa.net/players/246/656/23_60.png,Sweden,65,73,8,1764,391,"RWB,RB,RM",RWB,Spezia,1500000,4000,3000000,SUB,2026.0,2.0,2021,False,Not in team,,,Right,1,2,2,High,Medium,77,60,57,61,59,77,62,57,57,63,52,61,50,37,51,64,75,78,57,58,59,69,78,75,81,60,69,55,60,54,58,54,61,59,60,7,12,11,5,9,65,62,62,62,62,62,63,65,62,65,65,63,65,65,65,65,16,11211.636363636364,1291.392670157068,2971.759036144578,3794.7076923076925,0.11518324607329843,0.26506024096385544,0.3384615384615385,2.3012048192771086,2.9384615384615387,1.2769230769230768
269953,B. Miovski,Bojan Miovski,23,189,82,https://cdn.sofifa.net/players/269/953/23_60.png,North Macedonia,65,74,9,1548,335,ST,ST,Aberdeen,1600000,2000,3100000,ST,2026.0,9.0,2022,False,Not in team,,,Left,1,2,2,Medium,Medium,74,64,45,63,25,64,30,68,71,57,52,62,43,33,43,64,73,75,64,51,67,63,76,59,72,57,46,24,70,44,71,65,11,26,21,10,12,7,13,13,67,60,62,62,62,60,61,60,54,60,44,43,44,43,42,43,18,11737.08695652174,1428.3227513227514,3292.109756097561,4153.123076923077,0.12169312169312169,0.2804878048780488,0.35384615384615387,2.3048780487804876,2.9076923076923076,1.2615384615384615
270465,B. Bouanani,Badredine Bouanani,17,172,64,https://cdn.sofifa.net/players/270/465/23_60.png,France,65,80,15,1616,342,"RM,CAM,CF",CAM,OGC Nice,1600000,1000,4000000,RES,2027.0,35.0,2022,False,Not in team,,,Left,1,3,2,Medium,Medium,73,61,63,67,31,47,61,61,45,68,58,70,65,55,55,66,74,73,72,45,77,65,51,54,46,59,38,26,60,66,59,57,28,34,30,10,7,9,14,15,62,65,64,64,64,65,66,66,60,66,52,48,52,49,41,49,17,15909.70588235294,1572.4709302325582,4226.015625,4161.0,0.09883720930232558,0.265625,0.26153846153846155,2.6875,2.646153846153846,0.9846153846153847
209281,Y. Al Shehri,Yahia Al Shehri,32,164,68,https://cdn.sofifa.net/players/209/281/23_60.png,Saudi Arabia,65,65,0,1623,326,"RW,LW,CAM",CAM,Al Raed,575000,6000,949000,SUB,2023.0,8.0,2021,False,Not in team,,,Left,1,2,4,Medium,Low,58,60,68,67,33,40,67,58,46,68,59,63,69,62,66,71,64,53,74,58,79,58,32,34,42,65,43,43,63,72,61,70,22,34,31,15,13,11,12,15,61,64,63,63,63,64,65,65,64,65,52,52,52,49,43,49,20,6540.03125,1276.1036585365853,3077.6617647058824,3219.7076923076925,0.1951219512195122,0.47058823529411764,0.49230769230769234,2.411764705882353,2.523076923076923,1.0461538461538462
240513,E. Hamilton,Ethan Hamilton,23,187,75,https://cdn.sofifa.net/players/240/513/23_60.png,Scotland,65,71,6,1840,394,CM,CM,Accrington Stanley,1100000,2000,2100000,CM,2023.0,4.0,2021,False,Not in team,,,Left,1,4,3,Medium,High,62,65,63,65,61,78,61,61,62,66,54,66,59,61,64,66,67,58,62,63,60,74,62,86,76,70,78,55,61,62,59,65,61,64,59,7,11,5,9,11,67,64,64,64,64,64,66,67,67,67,66,67,66,65,66,65,17,10457.08695652174,1286.1657754010696,3206.84,3700.2,0.12299465240641712,0.30666666666666664,0.35384615384615387,2.493333333333333,2.876923076923077,1.1538461538461537
241793,A. Karimi,Ali Karimi,28,185,79,https://cdn.sofifa.net/players/241/793/23_60.png,Iran,65,65,0,1757,376,"CDM,CM",CDM,Yukatel Kayserispor,625000,5000,1300000,CDM,2024.0,6.0,2022,False,Not in team,,,Right,1,3,2,High,Medium,59,60,64,66,62,65,58,60,70,68,48,68,59,49,64,69,64,54,59,60,58,64,67,65,68,61,59,63,65,66,48,67,65,58,53,6,14,13,9,5,65,64,65,65,65,64,65,65,65,65,64,65,64,63,65,63,16,8635.464285714286,1306.9891891891891,3060.6708860759495,3719.892307692308,0.15135135135135136,0.35443037974683544,0.4307692307692308,2.3417721518987342,2.8461538461538463,1.2153846153846153
243841,S. Pittman,Scott Pittman,29,176,72,https://cdn.sofifa.net/players/243/841/23_60.png,Scotland,65,65,0,1835,391,"CM,RW,CF",RM,Livingston FC,700000,2000,1200000,RW,2023.0,8.0,2015,False,Not in team,,,Right,1,3,3,High,High,73,65,62,66,58,67,51,65,64,66,53,65,64,60,63,67,72,73,70,62,73,68,65,90,59,66,60,55,63,63,66,62,57,58,57,9,6,13,7,5,65,65,65,65,65,65,65,65,65,65,65,65,65,65,62,65,15,8408.310344827587,1385.4602272727273,3386.6805555555557,3751.4,0.16477272727272727,0.4027777777777778,0.4461538461538462,2.4444444444444446,2.707692307692308,1.1076923076923078
253825,J. Barco,Jesús Barco,25,175,73,https://cdn.sofifa.net/players/253/825/23_60.png,Peru,65,69,4,1849,382,"CM,CDM",CDM,Sport Boys,1000000,500,2200000,SUB,2022.0,23.0,2022,False,Not in team,,,Right,1,3,2,Medium,High,54,59,69,62,65,73,68,50,57,70,58,59,74,72,64,65,59,49,59,62,71,66,59,70,80,67,65,70,62,68,69,70,71,60,55,7,8,13,8,14,62,61,61,61,61,61,65,65,67,65,66,69,66,65,67,65,17,10153.0,1450.4285714285713,3477.054794520548,3905.0,0.14285714285714285,0.3424657534246575,0.38461538461538464,2.3972602739726026,2.6923076923076925,1.123076923076923
255873,G. Pérez,Gonzalo Pérez,21,178,72,https://cdn.sofifa.net/players/255/873/23_60.png,Uruguay,65,75,10,1552,328,"CB,CDM",CB,Liverpool Fútbol Club,1500000,500,3500000,CB,2022.0,4.0,2019,False,Not in team,,,Right,1,3,2,High,Medium,64,38,54,46,68,58,32,38,70,70,49,30,41,42,67,60,60,67,53,56,60,30,62,62,55,40,60,69,35,43,46,64,65,71,65,14,14,10,7,9,50,47,48,48,48,47,53,52,58,52,62,66,62,64,67,64,18,12184.42857142857,1437.4887640449438,3553.7916666666665,3936.507692307692,0.11797752808988764,0.2916666666666667,0.3230769230769231,2.4722222222222223,2.7384615384615385,1.1076923076923078
172418,İ. Parlak,İlhan Parlak,35,181,74,https://cdn.sofifa.net/players/172/418/23_60.png,Turkey,65,65,0,1668,336,"ST,LM",ST,Yukatel Kayserispor,300000,4000,600000,SUB,2023.0,23.0,2020,False,Not in team,,,Right,1,3,2,Medium,Low,59,66,63,64,27,57,67,65,69,64,74,61,48,53,62,64,63,56,67,72,72,64,74,47,59,65,62,22,68,63,67,65,35,12,13,13,10,11,12,14,65,64,65,65,65,64,65,65,61,65,48,48,48,45,43,45,21,4926.228571428572,952.585635359116,2329.972972972973,2652.5846153846155,0.19337016574585636,0.47297297297297297,0.5384615384615384,2.445945945945946,2.7846153846153845,1.1384615384615384
257154,M. Peralta Bauer,Mariano Peralta Bauer,24,176,75,https://cdn.sofifa.net/players/257/154/23_60.png,Argentina,65,70,5,1604,351,"ST,RW",ST,Unión de Santa Fe,1100000,4000,0,SUB,2022.0,9.0,2021,True,Not in team,,,Right,1,3,3,Medium,Low,72,61,52,62,35,69,45,65,64,61,52,60,46,35,52,65,70,73,63,64,62,67,69,69,68,50,69,25,65,47,58,64,36,35,27,7,6,13,9,7,67,61,63,63,63,61,62,63,58,63,52,51,52,50,49,50,16,10714.75,1461.1022727272727,3428.72,3956.2153846153847,0.13636363636363635,0.32,0.36923076923076925,2.3466666666666667,2.707692307692308,1.1538461538461537
240511,I. Boonen,Indy Boonen,23,177,67,https://cdn.sofifa.net/players/240/511/23_60.png,Belgium,65,70,5,1742,369,"CAM,RW,ST",CAM,KV Oostende,1100000,3000,1700000,RES,2023.0,11.0,2018,False,Not in team,,,Left,1,4,3,High,Medium,69,65,62,67,48,58,63,68,53,66,59,66,50,48,60,68,68,69,71,64,75,66,66,61,55,60,61,48,60,60,67,62,50,48,39,12,7,15,5,14,66,65,65,65,65,65,67,67,64,67,60,59,60,58,55,58,18,10457.0,1358.819209039548,3589.716417910448,3700.1692307692306,0.12994350282485875,0.34328358208955223,0.35384615384615387,2.6417910447761193,2.723076923076923,1.0307692307692307
